sheet,row,story,test,file
KPI Enhancements,16,STRY0086778,KP17,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,17,STRY0086778,KP18,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,18,STRY0086778,KP19,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,19,STRY0086778,KP20,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,20,STRY0086778,KP21,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,21,STRY0086778,KP22,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,22,STRY0086778,KP23,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,23,STRY0086778,KP24,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,24,STRY0086778,KP25,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,25,STRY0086778,KP26,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,26,STRY0086778,KP27,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,27,STRY0086778,KP28,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,28,STRY0086778,KP29,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,29,STRY0086778,KP30,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,30,STRY0086778,KP31,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,31,STRY0072638,KP32,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,32,STRY0072638,KP33,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,33,STRY0072638,KP34,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,34,STRY0072638,KP35,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,35,STRY0072638,KP36,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,36,STRY0072638,KP37,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,37,STRY0086890,KP38,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,38,,KP39,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,39,,KP40,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,40,STRY0087935,KP41,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,41,STRY0087935,KP42,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,42,STRY0088498,KP43,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,43,STRY0088498,KP44,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,44,STRY0088500,KP45,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,45,STRY0088500,KP46,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,46,STRY0088507,KP47,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,47,STRY0088507,KP48,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,48,STRY0088508,KP49,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,49,STRY0088508,KP50,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,50,STRY0088509,KP51,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,51,STRY0088509,KP52,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,52,STRY0086887,KP53,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,53,STRY0088506,KP54,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,54,STRY0088506,KP55,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,55,STRY0088537,KP56,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,56,STRY0088540,KP57,24.03.2026 release Test Execution v0.2.xlsx
KPI Enhancements,57,STRY0090384,KP58,24.03.2026 release Test Execution v0.2.xlsx
March Enhancements,0,STRY0089363,ME01,24.03.2026 release Test Execution v0.2.xlsx
March Enhancements,1,STRY0089363,ME02,24.03.2026 release Test Execution v0.2.xlsx
March Enhancements,2,STRY0089352,ME03,24.03.2026 release Test Execution v0.2.xlsx
March Enhancements,3,STRY0089352,ME04,24.03.2026 release Test Execution v0.2.xlsx
March Enhancements,4,STRY0089352,ME05,24.03.2026 release Test Execution v0.2.xlsx
March Enhancements,5,STRY0089352,ME06,24.03.2026 release Test Execution v0.2.xlsx
March Enhancements,6,STRY0089352,ME07,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,0,,AR01,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,1,,AR02,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,2,,AR03,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,3,,AR04,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,4,,AR05,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,5,,AR06,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,6,,AR07,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,7,,AR08,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,8,,AR09,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,9,,AR10,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,10,,AR11,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,11,,AR12,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,12,,AR13,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,13,,AR14,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,14,,AR15,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,15,,AR16,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,16,,AR17,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,17,,AR18,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,18,,AR19,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,19,,AR20,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,20,,AR21,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,21,,AR22,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,22,,AR23,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,23,,AR24,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,24,,AR25,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,25,,AR26,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,26,,AR27,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,27,,AR28,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,28,,AR29,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,29,,AR30,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,30,,AR31,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,31,,AR32,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,32,,AR33,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,33,,AR34,24.03.2026 release Test Execution v0.2.xlsx
Alert Regression,34,,AR35,24.03.2026 release Test Execution v0.2.xlsx
OVERALL,10,,NAN,24.03.2026 release Test Execution v0.2.xlsx
